1.790788, 7.779275, 6.277523, 6.332926, 7.486009, 7.352490, 3.295989, 5.678763, 2.968663, 4.325725, 2.461414, 8.984132, 6.297583, 3.468339, 2.370562, 2.031940, 0.817836, 5.377354, 7.183833, 8.672151, 2.828890, 5.156858, 1.319020, 8.770079, 8.711841, 9.911274, 8.782932, 4.745538, 8.254105, 6.729132, 6.518562, 7.466236, 5.026694, 3.643761, 0.694014, 4.298888, 1.405214, 7.424611, 5.436155, 5.453210, 2.108855, 3.521396, 4.096901, 6.613848, 8.941820, 5.163540, 3.617166, 3.715430, 5.242368, 8.472703, 0.714716, 2.232812, 6.868335, 6.103413, 0.064025, 6.075293, 7.450952, 8.147489, 4.846123, 8.795492, 5.833361, 1.291717, 9.891970, 4.340716, 4.422685, 2.066456, 0.923744, 5.363968, 2.207413, 9.991076, 0.017338, 1.397094, 0.950732, 8.947850, 6.526370, 8.703413, 8.265574, 9.493467, 6.709684, 9.668485, 8.227483, 9.305619, 9.538786, 8.371159, 4.056799, 2.622971, 4.279396, 3.807014, 4.488689, 1.402331, 8.982124, 2.565774, 2.970686, 8.319795, 0.790347, 3.369245, 6.905096, 3.947056, 8.165154, 1.733806, 0.081496, 9.694997, 3.818138, 1.450790, 3.423459, 8.066658, 6.318259, 0.985744, 7.392598, 7.395495, 6.085686, 2.127061, 9.518033, 9.583769, 4.397881, 5.183784, 3.854639, 4.917692, 1.647323, 6.560840, 8.035527, 3.111074, 7.818843, 1.290067, 2.160170, 5.972966, 7.636126, 0.362001, 4.150043, 9.762317, 5.255211, 4.330619, 4.718824, 9.283475, 7.359396, 9.363393, 0.538263, 6.578413, 3.377189, 0.422408, 9.405133, 2.069428, 0.878911, 1.858040, 8.086612, 1.677634, 6.000033, 2.556283, 3.442906, 4.915091, 7.934077, 8.029701, 5.181046, 7.837231, 0.346346, 1.029934, 0.101658, 8.560664, 9.076894, 5.354871, 9.316472, 1.946096, 8.030342, 5.955922, 1.171679, 2.417624, 3.012558, 2.068093, 8.430849, 7.281821, 5.565172, 3.850244, 1.043653, 0.680505, 7.252002, 4.402286, 9.225072, 5.783989, 1.512265, 6.633883, 5.682705, 9.228192, 8.232325, 0.684128, 8.144521, 4.955289, 3.542038, 1.029911, 9.709244, 3.255966, 3.026039, 8.637257, 6.367188, 3.332493, 9.213284, 7.679018, 1.249891, 6.915822, 4.218393, 8.531197
2.372742, 7.711539, 6.157763, 6.538575, 9.904707, 5.427133, 3.281375, 5.716252, 3.125439, 4.316089, 2.942824, 8.094934, 5.142426, 5.090575, 2.810593, 2.750796, -1.806039, 5.838504, 6.721062, 8.395637, 2.909657, 5.473967, 1.956577, 8.500312, 8.623216, 9.788010, 8.667322, 4.957247, 8.062398, 6.458236, 6.560433, 7.219021, 4.875077, 3.786323, 0.991954, 4.260780, 1.885054, 7.151259, 5.184336, 5.358636, 2.475522, 3.880453, 4.087192, 6.463201, 8.259038, 4.751791, 3.936522, 4.224616, 5.091843, 7.985913, 1.017236, 2.846381, 6.449424, 5.849962, 0.621341, 6.119211, 6.866179, 8.022475, 4.731299, 8.312222, 5.819518, 1.998065, 8.880321, 4.565944, 4.546757, 2.449441, 4.080572, 4.890301, 2.205412, 9.502787, 0.135953, 2.150779, 0.895637, 8.785582, 6.369287, 8.392008, 7.897480, 10.023301, 6.872717, 9.649525, 8.003208, 8.225289, 9.186396, 8.066551, 4.216198, 3.071532, 4.549140, 3.854478, 4.957482, 1.825329, 8.201143, 3.308747, 3.155030, 7.501877, 1.303983, 3.885210, 6.542826, 3.925102, 10.688435, 4.836985, 0.704127, 9.084620, 3.987339, 2.087533, 3.687677, 7.623443, 6.435392, 1.014973, 4.259879, 7.981799, 6.268670, 2.379125, 9.345007, 9.010745, 4.770339, 5.247753, 4.564318, 4.976672, 3.449809, 5.780546, 7.643725, 3.290580, 7.443062, 1.284710, 2.741210, 5.637533, 7.353768, 0.833473, 3.928975, 9.000255, 5.286988, 4.856280, 4.632079, 8.681381, 6.951560, 9.300151, 0.931938, 6.322576, 3.494698, 0.561624, 9.438336, 3.257121, 2.017726, 2.104487, 4.387171, -0.020260, 5.880506, 2.741995, 3.663043, 5.025308, 7.669360, 7.700155, 5.001737, 7.383539, 0.740938, 1.736456, 0.597809, 7.751023, 9.165091, 5.680098, 8.184114, 1.129086, 7.638564, 5.342713, 1.534567, 2.618787, 3.093212, 2.438735, 8.116794, 7.011952, 5.534917, 3.895477, 1.552646, 1.112759, 6.987047, 4.600410, 9.109053, 6.024837, 0.728029, 7.013658, 5.694537, 8.691179, 7.830864, 1.345685, 7.815975, 4.609708, 3.851100, 1.411797, 8.900941, 3.787713, 3.406935, 8.423762, 6.765798, 2.276525, 8.850474, 7.384098, 1.332447, 7.004998, 4.236434, 8.116836
3.100953, 7.537454, 6.135058, 6.831463, 11.047126, 3.979014, 2.564647, 5.372235, 3.468346, 4.357441, 3.441812, 6.757091, 4.056935, 6.257088, 3.229769, 4.011996, -3.097050, 6.249648, 6.120953, 8.143477, 3.371146, 5.385455, 2.764717, 8.209611, 8.471788, 9.481174, 8.491524, 5.716465, 7.744764, 6.037151, 6.701474, 6.825302, 4.990171, 3.948676, 1.259727, 4.271089, 2.714707, 6.595007, 5.113488, 5.852491, 2.958567, 4.393088, 4.179054, 6.228278, 7.409275, 4.472207, 4.377716, 4.895777, 4.998911, 7.253965, 1.549013, 3.672343, 5.819123, 5.502432, 1.316601, 6.056102, 6.150444, 7.606381, 4.748247, 7.618328, 5.791548, 2.959192, 7.532361, 4.755150, 4.801665, 2.995645, 6.193982, 4.509340, 2.294313, 8.745904, 0.272267, 3.305491, 1.120548, 8.236960, 5.918993, 7.994369, 7.176055, 10.047953, 7.083735, 9.815022, 7.880196, 7.455492, 8.656151, 7.573499, 4.445257, 3.694586, 4.733915, 3.919707, 5.560703, 2.452296, 7.176414, 4.227247, 3.453721, 6.420315, 2.137164, 4.544723, 6.057913, 4.027121, 11.718221, 7.247944, 1.607776, 8.456955, 4.216195, 2.983266, 3.998671, 6.981572, 6.417394, 1.101379, 2.452380, 5.948039, 6.455932, 2.936725, 9.144428, 8.215862, 5.131461, 5.632948, 5.291766, 4.854629, 5.891332, 5.781831, 7.011315, 3.471671, 6.844722, 1.527585, 2.920539, 5.556987, 6.929257, 1.419622, 3.574309, 7.964902, 5.746561, 5.005198, 4.545772, 8.038923, 6.377431, 8.929533, 1.786313, 5.902125, 3.572327, 0.846766, 8.715789, 3.951530, 3.585634, 2.567740, 1.588679, -0.756364, 5.562906, 2.999931, 3.938840, 5.227449, 7.090464, 7.138424, 4.794062, 6.668140, 1.294698, 2.869109, 1.393485, 6.643231, 8.965166, 5.546331, 7.431438, 0.940706, 7.088668, 4.630545, 1.995197, 2.832743, 3.297448, 2.832436, 7.544873, 6.597633, 5.524428, 3.931882, 2.310338, 1.735642, 6.562453, 4.830669, 8.724883, 6.531400, 0.394051, 7.177282, 5.652185, 7.931408, 7.265395, 2.578493, 7.265167, 4.018499, 4.531835, 1.931625, 7.715892, 4.505998, 3.863800, 7.956358, 6.907830, 1.850460, 8.291704, 6.904719, 1.705194, 6.995251, 3.896219, 9.183308
3.771889, 7.369104, 6.200104, 7.097199, 11.042409, 3.168651, 2.123661, 4.769502, 4.163448, 4.533305, 3.702985, 5.607803, 1.197050, 7.443007, 3.473864, 5.002218, -3.316021, 6.588454, 5.813206, 8.313638, 4.005266, 5.403058, 3.573383, 7.992822, 8.276687, 9.105304, 8.148074, 6.457541, 7.481421, 5.591941, 6.873355, 6.341680, 5.419814, 4.322683, 1.412765, 4.196368, 3.451801, 6.079197, 4.847706, 6.796587, 3.251364, 4.950288, 6.429207, 5.384893, 6.719573, 4.200395, 4.892888, 5.569340, 4.940749, 6.485493, 2.226512, 4.396691, 5.141689, 4.970097, 1.945769, 6.060884, 5.515136, 7.072674, 4.707252, 6.998775, 6.375993, 3.906537, 6.337221, 5.751046, 5.090447, 3.438715, 7.397177, 4.267241, 2.466483, 7.960645, 0.372095, 4.496301, 1.332699, 7.668561, 5.522051, 7.581892, 6.556086, 10.223893, 7.133079, 9.338253, 7.792659, 7.033211, 8.132160, 7.057642, 4.424612, 4.194411, 4.708348, 4.061958, 6.060140, 2.938955, 5.749270, 5.241693, 3.699473, 5.235150, 2.885561, 5.145700, 5.667862, 4.210110, 11.454320, 8.627774, 2.789452, 7.830348, 4.393247, 3.834584, 4.320539, 6.545088, 6.126746, 1.024657, 1.385460, 4.260403, 6.622493, 3.472472, 9.022745, 7.486396, 5.575021, 5.262832, 5.871833, 4.768163, 7.652484, 6.281765, 6.509636, 3.482248, 5.212564, 2.955155, 3.433718, 5.321173, 7.650690, 0.677183, 2.911321, 6.919326, 6.096572, 5.247019, 4.473839, 7.417726, 5.735808, 8.632460, 2.633475, 5.359468, 3.567592, 1.209486, 7.687801, 4.255381, 5.078653, 2.881005, -0.090703, -0.631978, 4.557497, 3.235640, 4.344580, 5.456913, 6.488213, 6.701947, 4.617185, 6.032956, 1.784899, 4.066101, 2.199831, 5.502974, 8.709929, 5.179754, 6.874442, 1.232256, 6.323100, 4.297243, 2.482297, 2.972359, 3.269785, 3.350545, 6.870695, 6.110469, 5.440913, 3.933878, 3.126719, 2.367522, 6.241685, 5.253038, 8.322966, 6.881894, 0.457242, 7.201634, 5.026990, 7.108178, 6.708734, 3.785376, 7.092443, 2.585093, 5.442311, 2.373179, 7.320561, 5.086062, 4.633354, 7.394439, 6.817693, 2.319942, 7.656137, 6.384228, 2.240534, 7.172400, 3.716267, 9.627625
4.328103, 7.315164, 6.452534, 7.564898, 10.252687, 2.985907, 2.091896, 4.365393, 4.677421, 4.734583, 3.589845, 5.103354, -0.738688, 7.669392, 3.835888, 5.438489, -2.782719, 6.848756, 5.346624, 8.168015, 4.919825, 5.530938, 4.311882, 8.005236, 8.082017, 8.755841, 7.995135, 6.842725, 7.517095, 5.219446, 7.104833, 6.609958, 5.183023, 4.994306, 3.938849, -2.323436, 3.898350, 5.886314, 4.774886, 6.974022, 2.901490, 4.815922, 8.929101, 5.011683, 6.629395, 4.284328, 5.404664, 6.212108, 5.074475, 5.512122, 2.995332, 4.702412, 4.280951, 4.512913, 2.403699, 6.294124, 5.102108, 6.697641, 4.153173, 6.740322, 6.358453, 4.797271, 5.358084, 6.866630, 5.372138, 3.853035, 7.907329, 4.087765, 2.427201, 7.364677, 0.360809, 5.523210, 1.886445, 7.645400, 5.348745, 7.546494, 5.914324, 10.006638, 7.239428, 8.940869, 7.445122, 7.003297, 7.641452, 7.068182, 4.211175, 4.847512, 5.222725, 4.028106, 6.415354, 3.377116, 5.329550, 6.079524, 4.290217, 4.148141, 3.328633, 5.428170, 5.728083, 4.513493, 10.345690, 8.951468, 4.182089, 7.335815, 4.253050, 4.177319, 4.269816, 6.231373, 5.731029, 0.884383, -1.915825, 9.316912, 9.365623, 3.180102, 9.043261, 6.931577, 4.887597, 5.320129, 6.436694, 4.621262, 8.410779, 3.367578, 3.570619, 3.293961, 5.312609, 4.402225, 3.462585, 5.378885, 7.993739, 0.533633, 2.533563, 5.916816, 4.870704, 5.440411, 3.026673, 7.252603, 5.059632, 8.693520, 3.116099, 5.118606, 3.454152, 1.584090, 7.158356, 4.220606, 4.824542, 2.269331, -0.675691, 0.088379, 3.434489, 3.128118, 4.999341, 5.714082, 5.897568, 6.433157, 4.364979, 5.571369, 2.407859, 4.859883, 2.792465, 4.603596, 8.395745, 4.656154, 6.396810, 1.920233, 5.797753, 4.239162, 2.820741, 3.031054, 3.241689, 3.703946, 6.266645, 5.101806, 5.171691, 3.512149, 3.886564, 2.854630, 7.379768, 5.334211, 8.364299, 7.005279, 0.744381, 7.126859, 5.022244, 6.802754, 6.706850, 4.785455, 7.180458, 1.594671, 6.480319, 2.445274, 6.978725, 5.518181, 6.182157, 7.130244, 6.487547, 2.660336, 7.112913, 9.005685, 2.682222, 7.346429, 3.665976, 9.561177
6.195508, 7.351362, 6.850152, 8.118404, 9.143673, 3.267554, 2.207810, 3.778397, 5.260317, 4.738734, 3.400747, 4.030438, -1.330023, 7.533787, 3.943864, 6.133777, -1.802465, 6.999847, 4.823057, 8.148397, 5.740839, 8.645399, 4.896069, 8.269893, 7.989392, 8.480744, 7.691189, 7.086700, 8.565292, 4.319597, 7.200422, 6.682652, 5.474773, 5.065362, 5.584148, -6.345437, 3.955269, 5.770289, 4.290559, 7.386315, 1.942549, 6.115590, 10.634653, 4.727143, 6.865738, 3.929765, 6.700542, 7.923947, 7.823878, 4.587545, 4.917083, 3.669450, 3.434000, 4.153436, 2.578340, 6.742054, 5.626889, 4.900622, 3.547967, 6.590735, 5.766520, 6.305232, 5.407619, 7.889209, 6.063342, 3.597061, 8.186815, 3.902439, 1.952049, 6.857256, 0.247247, 6.486360, 2.301274, 7.599041, 5.354102, 7.735268, 5.398576, 9.574903, 8.779970, 7.928578, 6.559010, 6.902460, 7.816832, 7.325047, 3.897866, 5.534117, 5.298323, 4.128325, 6.674857, 3.877951, 4.651348, 5.540488, 16.311647, -6.200958, 1.913962, 6.520587, 5.691586, 5.349219, 8.903865, 8.465076, 3.689856, 7.453452, -7.599106, 13.201886, 4.136805, 6.225703, 5.192325, 0.895059, -3.239354, 12.200267, 10.884722, 3.295350, 9.236039, 6.478813, 4.538481, 2.066712, 7.004806, 3.648445, 8.411908, 1.523722, 2.108458, 3.603166, 5.219931, 5.420559, 4.843488, 5.101327, 7.982417, 0.801179, 2.323440, 4.904153, 1.375370, 4.617027, 2.411364, 6.949830, 4.420026, 8.793532, 3.221371, 5.041012, 3.260703, 1.918118, 6.686693, 3.835109, 4.624752, 1.927951, -0.371465, 0.866359, 2.103327, 2.393301, 5.746898, 7.829598, 5.751779, 6.239014, 3.853556, 5.350384, 2.348669, 5.647194, 2.522295, 2.852430, 8.033981, 4.078008, 5.934376, 2.630519, 5.784024, 3.679614, 2.868841, 2.965625, 3.060255, 3.955460, 5.594975, 4.831998, 4.769338, 2.708990, 4.715835, 2.964176, 7.669609, 6.040408, 8.378679, 7.227111, 1.251368, 7.035141, 3.939661, 8.048911, 7.155423, 5.580837, 7.264804, 0.948824, 7.483731, 1.841714, 6.649371, 6.042210, 7.097741, 6.870518, 6.239842, 3.864213, 5.088074, 11.319290, 3.339591, 7.727151, 3.680611, 9.193752
7.366119, 7.434778, 7.577812, 9.014544, 8.034998, 3.857096, 3.354019, 3.705415, 5.145966, 4.317935, 3.170728, 0.990899, -0.801575, 7.229897, 3.044193, 6.819562, -0.682910, 7.011029, 3.374351, 6.891034, 6.474122, 10.917139, 6.192665, 10.026506, 7.898870, 8.388483, 7.053607, 7.139915, 9.440700, 3.857452, 7.661779, 6.012336, 5.372841, 5.599300, 6.479846, -8.160327, 4.009521, 5.611471, 3.978412, 7.492887, 1.571640, 6.578138, 11.441715, 4.525918, 8.762209, 4.650510, 7.268795, 8.682716, 9.681933, 4.125728, 6.027127, 2.886273, 3.529700, 5.863969, 3.136166, 6.656008, 8.889162, 8.489036, 3.114017, 6.527603, 6.831405, 14.638476, 5.735125, 9.431697, 6.602015, 3.090245, 8.688211, 3.193223, 1.589230, 6.692329, 0.020034, 7.407412, 2.680980, 7.621773, 4.829905, 6.577693, 5.198996, 9.144319, 9.783282, 7.204551, 6.039638, 6.822734, 7.983478, 7.770819, 3.745119, 6.321929, 5.377857, 4.178522, 1.517178, 20.639305, 4.639794, 4.958847, 22.644634, -11.557396, 1.397531, 6.473495, 5.770747, 6.603144, 7.591917, 7.680513, 3.142162, 7.784349, -14.220426, 18.473881, 4.456925, 7.101203, 4.544180, 1.107320, -2.954579, 13.203877, 11.340302, 3.796138, 9.442130, 5.971925, 3.908107, 0.915889, 7.955282, 2.448585, 7.862337, 0.776403, 0.845842, 3.115541, 4.943402, 6.453034, 5.665166, 4.596586, 7.780091, 1.213730, 2.201225, 3.997191, -1.078225, 4.057835, 2.043946, 6.935217, 3.824342, 8.937854, 3.281481, 4.966232, 3.109125, 2.156305, 9.486848, -12.900056, 5.166183, 0.759822, 0.483386, 1.352616, 1.242325, 2.014232, 6.590740, 9.243145, 3.982433, -0.871862, 3.076438, 4.128906, 2.321914, 6.098099, 2.440686, 1.593139, 7.195945, 3.835926, 5.594167, 3.299291, 4.749124, 3.586905, 3.143968, 3.004653, 2.564756, 3.915538, 3.107113, -1.220501, 4.452396, 1.822406, 5.209711, 3.468771, 8.005182, 6.332631, 8.293288, 7.342461, 1.699957, 7.089746, 3.321681, 9.017328, 7.131208, 5.723604, 7.228679, 0.644238, 8.274689, 1.577192, 6.947642, 5.838397, 7.065361, 7.234519, 5.955226, 5.236682, 3.657091, 12.440376, 3.609610, 8.355587, 3.692559, 8.745519
7.998935, 7.829159, 8.179802, 9.730497, 7.100754, 4.697428, 5.083898, 3.027170, 4.618657, 4.207540, 3.441564, -1.118523, 0.050161, 7.243233, 1.452271, 8.462934, 0.571808, 6.433184, 2.954021, 6.660553, 6.959579, 12.255906, 7.137662, 11.234899, 7.932192, 8.480793, 5.670359, 3.641073, 9.737790, 3.388162, 8.022596, 5.470569, 5.565892, 5.582756, 6.789132, -8.213004, 4.091678, 4.860436, 3.643361, 8.083605, 1.952073, 4.331387, 11.595590, 4.464901, 10.179527, 5.232458, 7.408273, 8.949387, 11.011868, 4.014119, 6.660071, 2.377263, 3.560462, 6.667900, 4.222526, 7.623377, 10.716815, 10.918343, 2.698728, 4.430501, 7.313430, 19.286007, 6.043129, 10.109788, 7.005161, 2.994142, 8.911375, 2.712505, 1.956739, 9.030788, -0.135919, 8.310431, 2.854270, 7.540773, 3.828990, 6.768128, 5.206132, 8.623291, 10.254622, 6.741191, 5.929725, 7.502875, 8.124691, 7.918212, 3.938031, 6.874264, 5.711870, 4.624527, -1.488894, 29.948030, 5.195915, 4.607481, 23.958128, -12.652191, 1.041642, 4.922776, 5.115751, 7.903645, 6.464407, 6.932063, 2.399449, 8.620131, -16.236713, 19.890251, 4.269417, 8.323994, 3.880176, 1.555715, -1.615464, 12.812774, 11.003454, 4.511832, 9.532355, 5.431089, 3.848423, 0.348233, 8.421543, 1.981519, 7.024248, 0.638229, 0.329908, 2.870076, 5.512107, 6.435514, 6.393892, 4.047801, 7.343969, 1.842825, 1.865892, 3.354747, -2.467269, 3.726359, 2.275176, 6.719592, 3.885814, 9.563967, 3.377602, 4.916378, 3.192457, 1.835601, 10.067807, -22.138384, 5.800981, -0.196607, 1.544486, 1.314969, 1.007816, 2.157028, 6.870997, 9.729965, 2.902753, -4.792222, 2.455706, 3.322361, 2.242209, 5.826665, 2.754273, 0.423652, 6.362080, 3.303494, 5.386807, 3.925467, 3.042857, 4.035616, 3.255274, 3.075772, 2.260352, 3.464073, 1.422469, -5.081735, 4.092194, 1.436938, 5.496185, 3.721893, 8.300905, 6.347264, 8.157582, 7.259559, 2.026893, 7.678882, 2.896692, 9.771511, 7.160584, 4.985060, 7.091011, 0.598789, 8.922051, 1.608730, 7.284021, 5.264640, 6.823702, 10.872014, 5.797571, 6.407031, 2.770767, 12.636856, 3.736605, 8.792449, 3.611422, 7.910202
6.997148, 7.736823, 8.563348, 10.059464, 6.454946, 5.168384, 6.819151, 1.858587, 4.193964, 4.012640, 4.181273, -2.186310, 1.222948, 7.189023, 0.459297, 9.286761, 1.501137, 5.981947, 2.727831, 6.698434, 7.189189, 12.834182, 7.882779, 11.980067, 7.938889, 8.604594, 5.510825, 1.248695, 9.699647, 2.986889, 8.333387, 5.182556, 5.951758, 5.150614, 6.703895, -7.054741, 4.069259, 3.961040, 3.278317, 10.111691, 2.617745, 2.752191, 11.470102, 4.400350, 11.185885, 5.633891, 7.397883, 8.913464, 11.641595, 3.784395, 6.873754, 2.199227, 3.258155, 6.674669, 5.245437, 8.460983, 11.235513, 12.128732, 2.723591, 3.915766, 7.304363, 20.527935, 6.252863, 10.206601, 7.317369, 3.234986, 8.944778, 2.611087, 2.349292, 10.590104, -0.226586, 9.154122, 2.928255, 7.310230, 2.739084, 6.089422, 5.477938, 8.306254, 10.267210, 6.504368, 5.882494, 8.811982, 9.188745, 8.536316, 5.407613, 8.229723, 5.831748, 5.998292, -2.493102, 32.568626, 5.981787, 4.854981, 21.623055, -10.756254, 1.975366, 3.438179, 4.145642, 9.466973, 5.568239, 6.221869, 1.492622, 9.643390, -14.828109, 18.193741, 3.760408, 9.778537, 2.786097, 2.429029, 0.193274, 11.456573, 10.127744, 5.470082, 9.370923, 4.921028, 4.267355, 0.208519, 8.498031, 2.156727, 1.250377, 3.887043, 0.365454, 2.790651, 5.442585, 6.724279, 6.886929, 3.368130, 6.850485, 2.360929, 1.389316, 2.806283, -3.008092, 3.581866, 2.503666, 6.294472, 3.976493, 9.951052, 3.526828, 4.979017, 3.446021, 0.858370, 8.983197, -24.925964, 6.431395, -1.145521, 2.640025, 0.787349, 1.274649, 2.598336, 6.685220, 9.370057, 2.395443, -5.800909, 2.443414, 2.167716, 2.112023, 5.040128, 3.344508, -0.857464, 5.620302, 2.411340, 4.576645, 5.184513, 1.287566, 4.837878, 3.253269, 3.122948, 1.705228, 2.978978, 0.501469, -7.006819, 4.226047, 0.944359, 5.134194, 3.630753, 8.317995, 6.139794, 7.864617, 7.032629, 2.339269, 8.112266, 2.894924, 9.997683, 6.607582, 4.276952, 11.816713, -2.042011, 9.342196, 1.721626, 8.458831, 4.665450, 6.260380, 12.856210, 5.988801, 7.401814, 2.363429, 12.229890, 3.663843, 9.396467, 3.392352, 6.188319
6.172215, 8.154331, 8.674891, 10.061260, 6.441809, 5.790795, 8.265301, 0.233955, 5.778243, 4.443463, 5.108557, -2.262838, 2.390604, 7.260386, 0.278120, 9.374900, 1.997076, 5.716508, 2.700758, 7.189935, 7.237596, 12.825309, 8.370209, 12.218739, 8.002120, 8.516783, 5.371448, 0.410199, 9.497720, 2.575633, 8.464549, 5.161672, 6.255409, 4.811468, 6.401088, -5.230147, 2.272195, 2.472480, 2.856158, 12.072950, 3.494507, 2.004233, 11.057256, 4.326645, 11.792852, 5.893698, 7.364343, 8.672073, 11.773232, 3.586682, 7.059667, 1.300947, 3.416788, 6.552403, 5.352852, 9.811169, 10.839772, 12.318004, 3.131102, 4.603757, 6.888190, 19.146698, 6.386504, 10.047778, 7.620234, 3.671342, 8.871872, 2.869505, 2.717259, 11.463178, -0.226330, 9.818682, 2.790790, 7.248375, 2.522245, 5.486753, 8.109613, 10.065142, 9.981467, 6.483668, 5.947373, 10.610993, 9.703830, 8.680149, 4.585779, 6.462119, 6.034264, 7.596703, -1.944344, 30.287210, 6.807702, 5.075317, 17.303125, -7.219527, 3.681626, 2.495782, 3.348264, 10.863090, 4.547218, 5.848488, 0.540921, 10.593421, -11.352578, 14.561163, 2.684554, 11.050679, 2.175431, 3.105271, 1.987822, 9.644177, 9.095740, 6.318049, 9.077617, 4.443316, 4.980443, 0.321126, 8.189673, 2.808451, -2.446088, 6.264970, 0.525634, 2.897482, 5.271381, 7.281544, 6.873356, 2.652642, 6.144975, 4.019720, 1.041878, 2.897038, -2.960020, 3.579475, 2.491590, 5.951661, 4.476533, 10.435999, 3.718204, 5.025674, 3.863749, -0.578469, 6.973109, -22.989145, 7.070563, -2.040505, 3.603752, -0.049061, 1.493651, 2.502886, 6.212536, 8.493465, 2.291640, -4.726260, 2.253508, 0.904627, 2.038217, 3.930983, 4.007452, -2.187857, 4.894912, 1.439372, 3.759044, 6.143565, -0.459357, 5.824544, 3.181867, 3.195719, 1.521830, 2.181045, 0.220476, -7.432081, 4.184736, 0.657433, 4.957672, 3.473389, 7.857212, 5.901784, 7.503200, 6.888415, 2.673359, 8.415179, 2.950594, 9.585574, 5.985372, 3.537139, 14.691338, -3.310175, 9.679153, 1.801830, 9.802003, 3.753848, 5.694846, 13.519635, 5.989074, 8.209991, 2.335351, 11.565894, 3.250470, 9.513596, 3.525226, 4.908238
